transactionAmount,dateTimeTransaction,merchantCategoryCode,acquiringInstitutionCode,cardAcceptorId,cardBalance,channel,transactionOrigin,transactionType,entityId,latitude,longitude
2556.37,1703442982,8134,7126,6891334,21235.63,POS,On-Site,Subscription,RWUDGJ6LC3,-26.8191146,-55.0182151
71716.66,1712302205,575,2497,2969342,30266.27,ECOM,ECOM,Order,XYBTQO2NP7,40.786334,20.7077766
97291.55,1697806684,9887,4079,6288240,97711.4,MOBILE,On-Site,Subscription,HNKFAI9VE2,35.6958419,139.5530816
45868.05,1709573731,3217,7727,937832,41267.38,MOBILE,App,Subscription,EKCZSH8MA5,36.7411205,43.8808488
17869.17,1700417653,7678,451,9479967,38096.88,POS,Order,Subscription,EKCZSH8MA5,-27.780531,-54.2362302
12742.77,1688430549,5837,3914,2880351,42542.26,ATM,Order,ECOM,EKCZSH8MA5,5.5156762,100.4188073
66734.67,1700322954,2247,2143,6387881,61270.18,PHONE,On-Site,Purchase,XYBTQO2NP7,35.579427,109.262961
96001.7,1695825494,7781,2685,4320293,5780.79,ATM,App,ECOM,XYBTQO2NP7,25.555534,118.341965
39482.91,1691879567,79,7461,8984680,40519.95,WEB,ECOM,Order,OTYJVD5UH6,59.811981,17.6188276
45373.69,1711975700,353,3393,7554369,86058.63,WEB,Website,Purchase,RWUDGJ6LC3,30.5453374,-9.7089858
62196.34,1683491435,5996,7098,8702669,68361.36,WEB,App,Subscription,XYBTQO2NP7,18.2544504,-76.8865085
52762.24,1703351663,1987,4950,5297830,92444.18,MOBILE,On-Site,Order,PMXLSZ4QR1,48.0885087,0.2075745
89302.89,1702169753,1032,1428,771597,40787.18,ATM,On-Site,Subscription,RWUDGJ6LC3,-7.4580728,109.21829
36798.07,1696595440,3044,5087,4770054,17924.82,PHONE,ECOM,Payment Withdrawal,RWUDGJ6LC3,14.773124,49.3805473
50680.45,1687404925,517,1905,2177319,62762.63,ATM,App,Purchase,EKCZSH8MA5,63.4251286,-20.2689171
70332.98,1685466637,4216,7560,76349,32235.24,ECOM,On-Site,Purchase,OTYJVD5UH6,48.7381259,2.3536083
26691.36,1704571190,6363,8849,3152423,82282.04,PHONE,On-Site,Subscription,RWUDGJ6LC3,15.8468527,100.6647101
88466.17,1703757541,5763,3271,1038350,63898.85,ECOM,App,ECOM,XYBTQO2NP7,29.985295,122.207215
81682.04,1691823243,9595,8290,560384,73351.25,ATM,On-Site,ECOM,EKCZSH8MA5,-5.6861147,-35.2697802
65929.03,1705706536,9277,5537,1623882,9796.75,WEB,App,Subscription,EKCZSH8MA5,-0.789275,113.921327
76668.53,1702103533,7554,2350,2256601,12634.79,MOBILE,Order,Payment Withdrawal,OTYJVD5UH6,58.772417,47.963402
51556.58,1683665953,1878,206,8892808,94397.3,ECOM,Order,Subscription,RWUDGJ6LC3,38.6026034,-90.4365807
98156.93,1681607868,2136,8797,629313,98341.94,ATM,Order,Order,OTYJVD5UH6,52.1660441,16.4612356
64002.4,1702384784,1589,4149,5982263,77115.14,ATM,Website,Purchase,EKCZSH8MA5,25.075123,117.017536
53653.35,1682723385,9694,9443,7566825,79862.34,MOBILE,App,Order,XYBTQO2NP7,57.033151,22.7767899
36593.57,1709915461,9696,3084,9891113,72473.5,ECOM,ECOM,Order,HNKFAI9VE2,44.7733293,19.734522
89625.6,1699539661,3238,5131,3989780,12911.64,WEB,Website,ECOM,RWUDGJ6LC3,-8.0360078,-34.9319998
73701.42,1703013363,6194,1770,9421690,94758.31,POS,Order,Subscription,RWUDGJ6LC3,58.7786849,24.8170215
65222.48,1706317226,4521,5502,319556,69716.9,WEB,Website,ECOM,XYBTQO2NP7,22.0106231,-78.7107731
45297.06,1711769353,5317,9592,9871871,70577.24,ATM,App,Purchase,XYBTQO2NP7,27.6486636,84.4172666
49294.59,1700075449,8626,6032,8470215,71658.59,ATM,App,Subscription,RWUDGJ6LC3,21.8628802,106.5377839
60457.63,1698065585,1288,9811,4707625,94956.22,WEB,Order,Payment Withdrawal,RWUDGJ6LC3,49.854154,37.6740168
32939.34,1697881463,577,3702,5443650,69994.29,POS,On-Site,Subscription,XYBTQO2NP7,-12.6735557,-39.1016848
9793.05,1703593232,5670,2202,2454330,84856.27,MOBILE,ECOM,ECOM,PMXLSZ4QR1,37.4475393,25.3912281
78592.9,1709063364,2983,6977,4147879,63177.13,MOBILE,App,Subscription,RWUDGJ6LC3,55.8547803,47.4687165
30181.85,1701142721,1143,5002,2663729,35273.12,POS,App,Order,EKCZSH8MA5,27.69965,108.839557
85762.63,1694671632,5927,8774,7921246,93432.49,WEB,ECOM,ECOM,HNKFAI9VE2,36.1336188,139.2101113
82558.92,1684559583,6694,8750,3573428,79030,WEB,App,Subscription,RWUDGJ6LC3,30.82247,28.954309
91934.93,1695686075,5554,8757,5095138,93224.01,ECOM,On-Site,Purchase,HNKFAI9VE2,25.8812265,-97.5199862
16994.81,1686682085,308,7557,7689230,37488.11,ECOM,Order,Subscription,XYBTQO2NP7,15.8161032,44.041335
79646.03,1688075542,436,3427,9904371,61618.5,PHONE,ECOM,ECOM,XYBTQO2NP7,-15.61532,-43.59187
13603.33,1703170189,8898,2125,9156785,8412.9,ECOM,ECOM,Order,OTYJVD5UH6,47.9848822,23.9117575
83095.62,1705574403,877,107,5042297,52353.97,POS,Order,Subscription,HNKFAI9VE2,31.2278735,121.5194667
34309.09,1688678117,1585,1856,6026728,69727.99,WEB,App,Order,OTYJVD5UH6,-7.5450262,111.6556388
61709,1709893467,6830,3031,8517107,7428.22,POS,ECOM,Purchase,OTYJVD5UH6,27.69965,108.839557
79118.86,1698119580,4882,2930,5463328,92567.7,MOBILE,Order,Order,OTYJVD5UH6,-45.8802629,-67.5305258
50805.12,1703109739,3090,5509,9071538,82290.63,ATM,On-Site,Payment Withdrawal,OTYJVD5UH6,38.8099385,-104.7599648
42298.56,1710023006,1372,6392,3262799,68484.32,ATM,On-Site,Purchase,EKCZSH8MA5,58.3776252,26.7290062
72299,1698578865,436,2846,6067004,68220.86,POS,App,Payment Withdrawal,OTYJVD5UH6,39.5240063,-8.5238901
69213.58,1696864109,3832,1315,2496200,48007.65,WEB,On-Site,Purchase,XYBTQO2NP7,58.105032,52.6883483
2543.43,1685921852,76,5356,2887082,95776.35,POS,On-Site,Payment Withdrawal,EKCZSH8MA5,23.020673,113.751799
98679.5,1682407897,2485,9734,8124595,40277.85,WEB,ECOM,ECOM,EKCZSH8MA5,31.188658,115.36761
91583.76,1705312419,9942,7855,1653340,68142.39,WEB,On-Site,Subscription,XYBTQO2NP7,29.097342,91.847388
90301.11,1685061874,3033,1233,8631223,22942.17,ATM,Website,Subscription,RWUDGJ6LC3,-8.3351552,122.9768634
58364.54,1685259952,3817,4561,9657534,55438,PHONE,ECOM,Subscription,XYBTQO2NP7,30.66044,120.013991
19122.35,1686923351,6596,1068,4221674,36752.7,POS,Order,Payment Withdrawal,EKCZSH8MA5,38.416663,112.734174
94637.09,1681923611,7550,6953,8607944,60617.52,ECOM,ECOM,Purchase,HNKFAI9VE2,12.0308987,39.0476298
31263.28,1692398345,272,92,3348773,27785.88,POS,On-Site,Purchase,PMXLSZ4QR1,52.0601406,31.1836671
58423.25,1685033463,4,6535,2884353,68552.43,ECOM,Order,Purchase,RWUDGJ6LC3,25.237566,106.763895
85362.14,1683789518,2311,1761,9362006,72358.15,MOBILE,ECOM,Order,XYBTQO2NP7,-5.7,-75.983333
57421.28,1688698856,1987,6380,5067786,63048.17,ATM,ECOM,ECOM,XYBTQO2NP7,-21.2581695,-50.6378257
75640.6,1709408765,3181,3893,9285423,34040.85,ECOM,On-Site,Order,XYBTQO2NP7,-8.2412718,112.0744643
58572.05,1682399111,6700,1195,4125776,97247.58,ATM,On-Site,ECOM,RWUDGJ6LC3,14.7342524,121.0702642
30265.6,1683913367,1281,738,2407559,90232.58,ECOM,Order,Purchase,RWUDGJ6LC3,52.3992802,36.5028259
66345.94,1701619942,108,936,5481236,19288.22,MOBILE,On-Site,Order,HNKFAI9VE2,31.50199,115.75596
510.18,1698199417,1396,7138,5988798,82107.82,ECOM,App,Payment Withdrawal,HNKFAI9VE2,59.9522962,10.7668266
69667.22,1684949145,9621,8244,6399603,61205.42,ATM,ECOM,ECOM,RWUDGJ6LC3,49.0122384,14.3800489
40457.37,1697577667,1033,5546,4960497,46407.46,ECOM,Order,Order,RWUDGJ6LC3,24.9936281,121.3009798
69535.16,1704258804,3157,9929,3026169,2635.5,ECOM,Order,Subscription,XYBTQO2NP7,-2.9679629,29.2088303
54830.42,1691051886,4994,9624,3875994,99357.31,POS,Website,Purchase,PMXLSZ4QR1,27.6332252,85.5277488
40488.08,1684750808,925,4073,4929598,46629.71,PHONE,App,Purchase,RWUDGJ6LC3,32.12287,46.74928
55661.54,1684890073,5438,7253,679836,16278.19,PHONE,Order,Order,PMXLSZ4QR1,51.014655,18.8071072
46894.83,1698005994,3465,2319,6397757,51213.69,PHONE,ECOM,ECOM,HNKFAI9VE2,4.1264601,97.986535
60323.31,1701420451,9768,122,8462086,85838.87,MOBILE,ECOM,Payment Withdrawal,RWUDGJ6LC3,9.9165452,-84.1014639
33908.78,1688154587,2772,3629,8486168,20012.03,PHONE,On-Site,Purchase,OTYJVD5UH6,-8.1611036,113.6770012
21839,1684783846,1274,746,475857,48143.39,MOBILE,Website,Payment Withdrawal,HNKFAI9VE2,34.5403537,-4.8015285
41809.71,1707196303,2122,5491,8452823,68597.94,ATM,Order,ECOM,OTYJVD5UH6,44.0854864,43.1007634
1830.85,1680797839,9550,8237,7522264,42453.1,POS,App,Order,RWUDGJ6LC3,58.7859889,25.4275605
9862.5,1688501784,3555,7710,7554990,52685.34,WEB,ECOM,ECOM,XYBTQO2NP7,37.2425649,111.8568586
22589.16,1691602841,6888,2686,8580495,53384.92,ECOM,ECOM,Subscription,OTYJVD5UH6,-31.0767358,-64.4833187
35442.63,1682960428,1987,9913,6610500,49589.52,POS,App,Order,RWUDGJ6LC3,10.9525339,125.027158
8322.12,1706072215,9133,6955,3160158,70892.42,WEB,On-Site,ECOM,OTYJVD5UH6,-21.2846176,-48.5316897
70905.84,1704786143,8299,3708,4500809,97381.8,ATM,Order,ECOM,XYBTQO2NP7,6.8050227,1.7879685
64016.74,1698485271,9479,9599,467502,97097.71,ECOM,App,Purchase,EKCZSH8MA5,33.120548,35.4335263
70613.34,1685361880,6346,3984,7536987,17456.01,ATM,Order,Order,RWUDGJ6LC3,-17.8832695,-62.941187
34368.41,1687820710,9117,4693,458547,77782.36,ATM,ECOM,Payment Withdrawal,RWUDGJ6LC3,40.638059,-8.7470806
19285.7,1696518497,436,4239,1875586,22000.87,WEB,Order,Order,RWUDGJ6LC3,1.7488388,40.058633
95161.71,1690532201,5670,8902,7907189,19203.35,ECOM,Order,Payment Withdrawal,XYBTQO2NP7,56.5092219,25.7635891
60993.17,1700893068,7246,3173,4641436,36031.15,WEB,On-Site,Purchase,EKCZSH8MA5,14.6050898,-90.5158438
70966.5,1686829869,4090,626,6132791,58961.77,PHONE,Order,Purchase,HNKFAI9VE2,32.2066153,-6.4649964
67116.27,1696708179,4144,5962,5079671,64192.73,PHONE,Website,ECOM,OTYJVD5UH6,30.264139,122.226237
73011.45,1710398309,4349,5766,1287652,17685.44,ECOM,App,Payment Withdrawal,EKCZSH8MA5,56.9096602,12.4888867
83462.73,1686339516,1987,4977,8768591,36279.31,ECOM,On-Site,ECOM,RWUDGJ6LC3,30.80447,104.177966
